Attendance Date			01-Oct-2025,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,52,MS4260,09:59:59,16:24:31,,6:25,00:00,6:25,Present ,,
,53,MS4278,10:06:22,17:15:51,,7:09,00:00,7:09,Present ,,
,54,MS4390,10:01:32,,,8:29,00:00,8:29,Present  (No OutPunch),,
,55,MS4394,10:13:25,14:40:49,,4:27,00:00,4:27,Present ,,
,56,MS4410,10:06:08,,,8:24,00:00,8:24,Present  (No OutPunch),,
,57,MS4417,10:07:06,17:08:02,,7:01,00:00,7:01,Present ,,
,58,MS4456,10:01:20,,,8:29,00:00,8:29,Present  (No OutPunch),,
,59,MS4480,10:06:06,17:16:12,,7:10,00:00,7:10,Present ,,
,60,MS4531,10:06:36,,,8:24,00:00,8:24,Present  (No OutPunch),,
,61,MS4540,,,,00:00,00:00,00:00,Absent,,
,62,MS4548,14:43:56,,,5:47,00:00,5:47,Present  (No OutPunch),,
,63,MS4571,10:08:39,,,8:22,00:00,8:22,Present  (No OutPunch),,
,64,MS4614,10:11:54,,,8:19,00:00,8:19,Present  (No OutPunch),,
,65,MS4635,09:57:41,,,8:33,00:00,8:33,Present  (No OutPunch),,
,66,MS4647,10:04:36,14:40:47,,4:36,00:00,4:36,Present ,,
,67,MS4744,10:09:48,14:57:08,,4:48,00:00,4:48,Present ,,
,68,MS4760,09:59:07,17:17:27,,7:18,00:00,7:18,Present ,,
,69,MS4828,10:13:54,,,8:17,00:00,8:17,Present  (No OutPunch),,
,70,MS4835,10:07:10,,,8:23,00:00,8:23,Present  (No OutPunch),,
,71,MS4895,,,,00:00,00:00,00:00,Absent,,
,72,MS4954,10:08:36,16:58:39,,6:50,00:00,6:50,Present ,,
,73,MS4972,09:59:02,,,8:31,00:00,8:31,Present  (No OutPunch),,
,74,MS4988,10:01:52,,,8:29,00:00,8:29,Present  (No OutPunch),,
,75,MS4996,09:54:51,18:12:20,,8:18,00:00,8:18,Present ,,
,76,MS5012,,,,00:00,00:00,00:00,Absent,,
,77,MS5015,,,,00:00,00:00,00:00,Absent,,
,78,MS5054,09:55:28,17:02:36,,7:07,00:00,7:07,Present ,,
,79,MS5112,10:08:36,,,8:22,00:00,8:22,Present  (No OutPunch),,
,80,MS5122,14:34:59,,,3:56,00:00,3:56, ½Present  (No OutPunch),,
,81,MS5150,14:35:06,,,3:55,00:00,3:55, ½Present  (No OutPunch),,
,82,MS5159,,,,00:00,00:00,00:00,Absent,,
,83,MS5169,10:05:33,17:27:19,,7:22,00:00,7:22,Present ,,
,84,MS5179,10:05:31,17:15:40,,7:10,00:00,7:10,Present ,,
,85,MS5195,10:06:40,14:34:36,,4:28,00:00,4:28,Present ,,
,86,MS5213,10:05:46,16:48:59,,6:43,00:00,6:43,Present ,,
,87,MS5218,09:38:35,18:12:27,,8:34,00:00,8:34,Present ,,
,88,MS5281,10:08:43,,,8:22,00:00,8:22,Present  (No OutPunch),,
,89,MS5283,10:06:45,,,8:24,00:00,8:24,Present  (No OutPunch),,
,90,MS5317,10:02:44,,,8:28,00:00,8:28,Present  (No OutPunch),,
,91,MS5334,,,,00:00,00:00,00:00,Absent,,
,92,MS5361,10:00:40,,,8:30,00:00,8:30,Present  (No OutPunch),,
,93,MS5387,,,,00:00,00:00,00:00,Absent,,
,94,MS5480,17:15:12,,,1:15,00:00,1:15,Absent (No OutPunch),,
,95,MS5578,10:05:45,,,8:25,00:00,8:25,Present  (No OutPunch),,
,96,MS5605,10:08:17,17:09:08,,7:01,00:00,7:01,Present ,,
,97,MS5681,10:10:01,14:49:19,,4:39,00:00,4:39,Present ,,
,98,MS5741,10:01:23,,,8:29,00:00,8:29,Present  (No OutPunch),,
,99,MS5862,10:04:50,,,8:26,00:00,8:26,Present  (No OutPunch),,
,100,MS5882,10:02:41,18:20:59,,8:18,00:00,8:18,Present ,,
,101,MS5884,10:06:02,14:31:17,,4:25,00:00,4:25,Present ,,
,102,MS5913,10:08:23,18:31:04,,8:23,00:00,8:23,Present ,,
,103,MS5934,10:07:35,17:17:26,,7:10,00:00,7:10,Present ,,
,104,MS5958,09:58:15,14:34:56,,4:36,00:00,4:36,Present ,,
,105,MS6004,09:58:21,18:20:10,,8:22,00:00,8:22,Present ,,
,106,MS6183,10:10:24,,,8:20,00:00,8:20,Present  (No OutPunch),,
,107,MS6228,10:06:05,,,8:24,00:00,8:24,Present  (No OutPunch),,
,108,MS6238,10:06:04,14:30:25,,4:24,00:00,4:24,Present ,,
,109,MS6239,14:30:28,,,4:00,00:00,4:00,Present  (No OutPunch),,
,110,MS6312,10:06:17,,,8:24,00:00,8:24,Present  (No OutPunch),,
,111,MS6321,10:00:29,,,8:30,00:00,8:30,Present  (No OutPunch),,
,112,MS6324,10:13:17,17:10:55,,6:57,00:00,6:57,Present ,,
,113,MS6346,09:38:33,18:12:22,,8:34,00:00,8:34,Present ,,
,114,MS6414,10:04:43,17:20:17,,7:16,00:00,7:16,Present ,,
,115,MS6444,,,,00:00,00:00,00:00,Absent,,
,116,MS6498,,,,00:00,00:00,00:00,Absent,,
,117,MS6548,10:12:41,,,8:18,00:00,8:18,Present  (No OutPunch),,
,118,MS6656,09:59:48,14:35:13,,4:36,00:00,4:36,Present ,,
,119,MS6658,10:18:00,,,8:12,00:00,8:12,Present  (No OutPunch),,
,120,MS6676,10:07:20,14:36:01,,4:29,00:00,4:29,Present ,,
,121,MS6766,09:59:04,,,8:31,00:00,8:31,Present  (No OutPunch),,
,122,MS6811,14:35:31,,,3:55,00:00,3:55, ½Present  (No OutPunch),,
,123,MS6876,10:09:33,,,8:21,00:00,8:21,Present  (No OutPunch),,
,124,MS6883,09:59:05,,,8:31,00:00,8:31,Present  (No OutPunch),,
,125,MS7111,10:09:47,17:14:22,,7:05,00:00,7:05,Present ,,
,126,MS7239,10:04:01,14:34:41,,4:30,00:00,4:30,Present ,,
,127,MS7396,12:49:12,,,5:41,00:00,5:41,Present  (No OutPunch),,
,128,MS7443,10:00:35,,,8:30,00:00,8:30,Present  (No OutPunch),,
,129,MS7734,09:56:19,,,8:34,00:00,8:34,Present  (No OutPunch),,
,130,MS7751,14:28:04,,,4:02,00:00,4:02,Present  (No OutPunch),,
,131,MS7754,10:09:59,,,8:21,00:00,8:21,Present  (No OutPunch),,
,132,MS7792,10:07:17,16:58:42,,6:51,00:00,6:51,Present ,,
,133,MS7916,17:15:52,,,1:15,00:00,1:15,Absent (No OutPunch),,
,134,MS7945,10:08:20,,,8:22,00:00,8:22,Present  (No OutPunch),,
,135,MS7980,17:09:04,,,1:21,00:00,1:21,Absent (No OutPunch),,
,136,MS8084,10:08:47,17:12:35,,7:04,00:00,7:04,Present ,,
,137,MS8256,10:06:01,,,8:24,00:00,8:24,Present  (No OutPunch),,
,138,MS8259,10:01:33,17:17:24,,7:16,00:00,7:16,Present ,,
,139,MS8330,,,,00:00,00:00,00:00,Absent,,
,140,MS8335,14:34:44,17:14:22,,2:40,00:00,2:40, ½Present ,,
,141,MS8500,10:06:22,,,8:24,00:00,8:24,Present  (No OutPunch),,
,142,MS8564,10:08:33,,,8:22,00:00,8:22,Present  (No OutPunch),,
,,,,,,,,,,,
Attendance Date			07-Oct-2025			,,,,,,,,,,,
,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,1,MS3132,14:25:33,,,4:05,00:00,4:05,Present  (No OutPunch),,
,2,MS3133,09:06:50,14:46:04,,5:40,00:00,5:40,Present ,,
,3,MS3155,08:29:20,,,9:00,1:01,10:01,Present  (No OutPunch),,
,4,MS3165,,,,00:00,00:00,00:00,Absent,,
,5,MS3173,,,,00:00,00:00,00:00,Absent,,
,6,MS3175,14:26:49,,,4:04,00:00,4:04,Present  (No OutPunch),,
,7,MS3219,08:52:42,14:27:17,,5:35,00:00,5:35,Present ,,
,8,MS3241,17:05:08,,,1:25,00:00,1:25,Absent (No OutPunch),,
,9,MS3388,14:25:36,,,4:05,00:00,4:05,Present  (No OutPunch),,
,10,MS3405,08:45:25,16:58:50,,8:13,00:00,8:13,Present ,,
,11,MS3414,14:13:27,18:44:27,,4:31,00:00,4:31,Present ,,
,12,MS3417,11:26:01,14:24:49,,2:58,00:00,2:58, ½Present ,,
,13,MS3437,,,,00:00,00:00,00:00,Absent,,
,14,MS3442,08:53:47,16:48:16,,7:55,00:00,7:55,Present ,,
,15,MS3449,13:49:13,,,4:41,00:00,4:41,Present  (No OutPunch),,
,16,MS3486,09:04:17,16:45:31,,7:41,00:00,7:41,Present ,,
,17,MS3523,,,,00:00,00:00,00:00,Absent,,
,18,MS3528,08:56:37,17:17:45,,8:21,00:00,8:21,Present ,,
,19,MS3545,16:58:58,,,1:32,00:00,1:32,Absent (No OutPunch),,
,20,MS3570,14:29:37,,,4:01,00:00,4:01,Present  (No OutPunch),,
,21,MS3574,09:03:41,13:46:10,,4:43,00:00,4:43,Present ,,
,22,MS3612,,,,00:00,00:00,00:00,Absent,,
,23,MS3625,17:01:52,,,1:29,00:00,1:29,Absent (No OutPunch),,
,24,MS3629,,,,00:00,00:00,00:00,Absent,,
,25,MS3632,08:36:39,18:57:21,,9:00,1:21,10:21,Present ,,
,26,MS3693,09:19:41,17:18:13,,7:59,00:00,7:59,Present ,,
,27,MS3712,08:48:07,14:29:34,,5:41,00:00,5:41,Present ,,
,28,MS3754,09:00:48,16:50:53,,7:50,00:00,7:50,Present ,,
,29,MS3788,11:29:32,16:45:30,,5:16,00:00,5:16,Present ,,
,30,MS3834,08:53:40,,,9:00,00:37,9:37,Present  (No OutPunch),,
,31,MS3860,08:35:26,,,9:00,00:55,9:55,Present  (No OutPunch),,
,32,MS3886,16:47:32,,,1:43,00:00,1:43,Absent (No OutPunch),,
,33,MS3890,14:25:57,,,4:05,00:00,4:05,Present  (No OutPunch),,
,34,MS3894,10:15:52,16:59:50,,6:44,00:00,6:44,Present ,,
,35,MS3909,,,,00:00,00:00,00:00,Absent,,
,36,MS3914,14:00:17,,,4:30,00:00,4:30,Present  (No OutPunch),,
,37,MS3942,14:32:45,,,3:58,00:00,3:58, ½Present  (No OutPunch),,
,38,MS3951,17:02:29,,,1:28,00:00,1:28,Absent (No OutPunch),,
,39,MS3952,14:27:03,,,4:03,00:00,4:03,Present  (No OutPunch),,
,40,MS3965,09:05:39,11:35:03,,2:30,00:00,2:30, ½Present ,,
,41,MS3974,14:28:45,17:03:37,,2:35,00:00,2:35, ½Present ,,
,42,MS4007,14:28:54,18:13:47,,3:45,00:00,3:45, ½Present ,,
,43,MS4038,17:05:12,,,1:25,00:00,1:25,Absent (No OutPunch),,
,44,MS4088,08:51:34,16:52:45,,8:01,00:00,8:01,Present ,,
,45,MS4090,08:48:40,16:59:35,,8:11,00:00,8:11,Present ,,
,46,MS4119,08:45:31,17:15:39,,8:30,00:00,8:30,Present ,,
,47,MS4120,14:31:16,,,3:59,00:00,3:59, ½Present  (No OutPunch),,
,48,MS4122,21:16:27,,,9:00,12:14,21:14,Present  (No OutPunch),,
,49,MS4157,14:25:59,16:32:46,,2:07,00:00,2:07, ½Present ,,
,50,MS4168,14:27:02,,,4:03,00:00,4:03,Present  (No OutPunch),,
,51,MS4251,14:26:50,,,4:04,00:00,4:04,Present  (No OutPunch),,
,52,MS4260,14:30:20,18:44:46,,4:14,00:00,4:14,Present ,,
,53,MS4278,16:50:47,,,1:40,00:00,1:40,Absent (No OutPunch),,
,54,MS4390,09:04:22,,,9:26,00:00,9:26,Present  (No OutPunch),,
,55,MS4394,,,,00:00,00:00,00:00,Absent,,
,56,MS4410,08:53:39,16:47:29,,7:54,00:00,7:54,Present ,,
,57,MS4417,14:26:02,18:48:14,,4:22,00:00,4:22,Present ,,
,58,MS4456,10:06:31,16:47:31,,6:41,00:00,6:41,Present ,,
,59,MS4480,08:52:25,16:49:10,,7:57,00:00,7:57,Present ,,
,60,MS4531,14:28:53,,,4:02,00:00,4:02,Present  (No OutPunch),,
,61,MS4540,,,,00:00,00:00,00:00,Absent,,
,62,MS4548,14:24:42,,,4:06,00:00,4:06,Present  (No OutPunch),,
,63,MS4571,08:57:47,14:26:43,,5:29,00:00,5:29,Present ,,
,64,MS4614,09:16:21,17:02:26,,7:46,00:00,7:46,Present ,,
,65,MS4635,14:30:15,16:56:12,,2:26,00:00,2:26, ½Present ,,
,66,MS4647,14:28:25,,,4:02,00:00,4:02,Present  (No OutPunch),,
,67,MS4744,09:08:15,16:47:07,,7:39,00:00,7:39,Present ,,
,68,MS4760,11:37:54,,,6:53,00:00,6:53,Present  (No OutPunch),,
,69,MS4828,14:40:10,,,3:50,00:00,3:50, ½Present  (No OutPunch),,
,70,MS4835,16:59:48,,,1:31,00:00,1:31,Absent (No OutPunch),,
,71,MS4895,08:39:38,17:02:52,,8:23,00:00,8:23,Present ,,
,72,MS4954,09:16:58,17:09:09,,7:53,00:00,7:53,Present ,,
,73,MS4972,08:32:54,16:32:19,,8:00,00:00,8:00,Present ,,
,74,MS4988,08:49:27,17:02:46,,8:13,00:00,8:13,Present ,,
,75,MS4996,09:09:21,14:26:54,,5:17,00:00,5:17,Present ,,
,76,MS5012,09:03:13,16:50:26,,7:47,00:00,7:47,Present ,,
,77,MS5015,14:31:57,,,3:59,00:00,3:59, ½Present  (No OutPunch),,
,78,MS5054,14:28:05,17:08:09,,2:40,00:00,2:40, ½Present ,,
,79,MS5112,09:08:12,14:30:23,,5:22,00:00,5:22,Present ,,
,80,MS5122,11:42:56,16:51:41,,5:09,00:00,5:09,Present ,,
,81,MS5150,08:58:28,14:48:59,,5:50,00:00,5:50,Present ,,
,82,MS5159,09:03:20,14:29:06,,5:26,00:00,5:26,Present ,,
,83,MS5169,08:46:44,18:45:07,,9:00,00:59,9:59,Present ,,
,84,MS5179,10:12:24,16:50:50,,6:38,00:00,6:38,Present ,,
,85,MS5195,09:04:30,16:47:05,,7:43,00:00,7:43,Present ,,
,86,MS5213,08:28:49,18:44:12,,9:00,1:16,10:16,Present ,,
,87,MS5218,08:35:14,18:48:00,,9:00,1:13,10:13,Present ,,
,88,MS5281,08:51:51,13:45:19,,4:54,00:00,4:54,Present ,,
,89,MS5283,08:28:17,14:28:18,,6:00,00:00,6:00,Present ,,
,90,MS5317,09:16:24,,,9:14,00:00,9:14,Present  (No OutPunch),,
,91,MS5334,08:39:41,16:59:02,,8:19,00:00,8:19,Present ,,
,92,MS5361,11:28:44,,,7:02,00:00,7:02,Present  (No OutPunch),,
,93,MS5387,,,,00:00,00:00,00:00,Absent,,
,94,MS5480,08:48:13,,,9:00,00:42,9:42,Present  (No OutPunch),,
,95,MS5578,08:51:34,16:47:13,,7:56,00:00,7:56,Present ,,
,96,MS5605,,,,00:00,00:00,00:00,Absent,,
,97,MS5681,11:27:39,,,7:03,00:00,7:03,Present  (No OutPunch),,
,98,MS5741,14:25:52,,,4:05,00:00,4:05,Present  (No OutPunch),,
,99,MS5862,08:57:27,14:37:35,,5:40,00:00,5:40,Present ,,
,100,MS5882,08:28:12,17:05:06,,8:37,00:00,8:37,Present ,,
,101,MS5884,09:12:52,14:48:19,,5:36,00:00,5:36,Present ,,
,102,MS5913,14:31:21,19:09:42,,4:38,00:00,4:38,Present ,,
,103,MS5934,15:04:24,,,3:26,00:00,3:26, ½Present  (No OutPunch),,
,104,MS5958,08:56:25,17:08:30,,8:12,00:00,8:12,Present ,,
,105,MS6004,08:29:14,18:50:56,,9:00,1:21,10:21,Present ,,
,106,MS6183,16:50:03,,,1:40,00:00,1:40,Absent (No OutPunch),,
,107,MS6228,14:30:24,,,4:00,00:00,4:00,Present  (No OutPunch),,
,108,MS6238,08:59:58,14:48:58,,5:49,00:00,5:49,Present ,,
,109,MS6239,09:00:10,14:38:34,,5:38,00:00,5:38,Present ,,
,110,MS6312,08:33:10,18:48:06,,9:00,1:15,10:15,Present ,,
,111,MS6321,14:27:25,,,4:03,00:00,4:03,Present  (No OutPunch),,
,112,MS6324,09:04:40,14:32:14,,5:28,00:00,5:28,Present ,,
,113,MS6346,15:25:37,18:45:10,,3:20,00:00,3:20, ½Present ,,
,114,MS6414,09:05:42,14:31:28,,5:26,00:00,5:26,Present ,,
,115,MS6444,,,,00:00,00:00,00:00,Absent,,
,116,MS6498,11:26:02,16:49:28,,5:23,00:00,5:23,Present ,,
,117,MS6548,14:14:06,,,4:16,00:00,4:16,Present  (No OutPunch),,
,118,MS6656,14:26:21,,,4:04,00:00,4:04,Present  (No OutPunch),,
,119,MS6658,,,,00:00,00:00,00:00,Absent,,
,120,MS6676,10:33:37,,,7:57,00:00,7:57,Present  (No OutPunch),,
,121,MS6766,09:04:20,14:26:32,,5:22,00:00,5:22,Present ,,
,122,MS6811,17:03:09,,,1:27,00:00,1:27,Absent (No OutPunch),,
,123,MS6876,08:53:43,14:27:07,,5:34,00:00,5:34,Present ,,
,124,MS6883,14:30:59,19:36:49,,5:06,00:00,5:06,Present ,,
,125,MS7111,11:37:52,14:36:31,,2:59,00:00,2:59, ½Present ,,
,126,MS7239,14:29:19,,,4:01,00:00,4:01,Present  (No OutPunch),,
,127,MS7396,11:29:28,14:31:13,,3:02,00:00,3:02, ½Present ,,
,128,MS7443,09:06:51,16:50:13,,7:44,00:00,7:44,Present ,,
,129,MS7734,14:27:08,,,4:03,00:00,4:03,Present  (No OutPunch),,
,130,MS7751,08:57:18,,,9:00,00:33,9:33,Present  (No OutPunch),,
,131,MS7754,08:54:17,14:31:11,,5:37,00:00,5:37,Present ,,
,132,MS7792,08:37:15,16:57:47,,8:20,00:00,8:20,Present ,,
,133,MS7916,,,,00:00,00:00,00:00,Absent,,
,134,MS7945,17:08:53,,,3:22,00:00,3:22, ½Present  (No OutPunch),,
,135,MS7980,,,,00:00,00:00,00:00,Absent,,
,136,MS8084,09:19:57,16:50:13,,7:31,00:00,7:31,Present ,,
,137,MS8256,08:56:22,16:47:40,,7:51,00:00,7:51,Present ,,
,138,MS8259,09:07:45,14:37:40,,5:30,00:00,5:30,Present ,,
,139,MS8330,08:49:27,16:54:30,,8:05,00:00,8:05,Present ,,
,140,MS8335,09:09:19,14:37:43,,5:28,00:00,5:28,Present ,,
,141,MS8500,16:59:30,,,1:31,00:00,1:31,Absent (No OutPunch),,
,142,MS8564,11:28:01,,,7:02,00:00,7:02,Present  (No OutPunch),,
,,,,,,,,,,,
Attendance Date			08-Oct-2025			,,,,,,,,,,,
,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,1,MS3132,11:34:12,,,6:56,00:00,6:56,Present  (No OutPunch),,
,2,MS3133,,,,00:00,00:00,00:00,Absent,,
,3,MS3155,11:49:20,,,6:41,00:00,6:41,Present  (No OutPunch),,
,4,MS3165,,,,00:00,00:00,00:00,Absent,,
,5,MS3173,08:59:44,13:40:56,,4:41,00:00,4:41,Present ,,
,6,MS3175,11:35:37,,,6:55,00:00,6:55,Present  (No OutPunch),,
,7,MS3219,14:14:13,,,4:16,00:00,4:16,Present  (No OutPunch),,
,8,MS3241,11:51:07,,,6:39,00:00,6:39,Present  (No OutPunch),,
,9,MS3388,08:44:03,,,9:00,00:46,9:46,Present  (No OutPunch),,
,10,MS3405,,,,00:00,00:00,00:00,Absent,,
,11,MS3414,,,,00:00,00:00,00:00,Absent,,
,12,MS3417,14:27:51,,,4:03,00:00,4:03,Present  (No OutPunch),,
,13,MS3437,14:29:56,,,4:01,00:00,4:01,Present  (No OutPunch),,
,14,MS3442,,,,00:00,00:00,00:00,Absent,,
,15,MS3449,,,,00:00,00:00,00:00,Absent,,
,16,MS3486,14:30:19,,,4:00,00:00,4:00,Present  (No OutPunch),,
,17,MS3523,,,,00:00,00:00,00:00,Absent,,
,18,MS3528,12:49:56,16:39:39,,3:50,00:00,3:50, ½Present ,,
,19,MS3545,08:59:34,11:48:26,,2:49,00:00,2:49, ½Present ,,
,20,MS3570,08:54:03,13:41:13,,4:47,00:00,4:47,Present ,,
,21,MS3574,14:28:22,,,4:02,00:00,4:02,Present  (No OutPunch),,
,22,MS3612,14:24:25,,,4:06,00:00,4:06,Present  (No OutPunch),,
,23,MS3625,09:06:09,13:41:04,,4:34,00:00,4:34,Present ,,
,24,MS3629,,,,00:00,00:00,00:00,Absent,,
,25,MS3632,09:09:30,13:43:30,,4:34,00:00,4:34,Present ,,
,26,MS3693,09:05:58,,,9:25,00:00,9:25,Present  (No OutPunch),,
,27,MS3712,11:49:22,,,6:41,00:00,6:41,Present  (No OutPunch),,
,28,MS3754,14:27:56,,,4:03,00:00,4:03,Present  (No OutPunch),,
,29,MS3788,,,,00:00,00:00,00:00,Absent,,
,30,MS3834,,,,00:00,00:00,00:00,Absent,,
,31,MS3860,09:00:25,,,9:00,00:30,9:30,Present  (No OutPunch),,
,32,MS3886,14:23:58,,,4:07,00:00,4:07,Present  (No OutPunch),,
,33,MS3890,11:51:37,,,6:39,00:00,6:39,Present  (No OutPunch),,
,34,MS3894,08:55:24,13:46:52,,4:51,00:00,4:51,Present ,,
,35,MS3909,08:59:54,,,9:00,00:31,9:31,Present  (No OutPunch),,
,36,MS3914,09:00:22,,,9:00,00:30,9:30,Present  (No OutPunch),,
,37,MS3942,16:46:39,,,1:44,00:00,1:44,Absent (No OutPunch),,
,38,MS3951,08:54:07,,,9:00,00:36,9:36,Present  (No OutPunch),,
,39,MS3952,11:49:34,,,6:41,00:00,6:41,Present  (No OutPunch),,
,40,MS3965,16:44:00,,,1:46,00:00,1:46,Absent (No OutPunch),,
,41,MS3974,,,,00:00,00:00,00:00,Absent,,
,42,MS4007,08:55:35,,,9:00,00:35,9:35,Present  (No OutPunch),,
,43,MS4038,08:58:10,,,9:00,00:32,9:32,Present  (No OutPunch),,
,44,MS4088,,,,00:00,00:00,00:00,Absent,,
,45,MS4090,11:49:47,,,6:41,00:00,6:41,Present  (No OutPunch),,
,46,MS4119,11:37:59,,,6:53,00:00,6:53,Present  (No OutPunch),,
,47,MS4120,14:27:28,,,4:03,00:00,4:03,Present  (No OutPunch),,
,48,MS4122,08:57:40,,,9:00,00:33,9:33,Present  (No OutPunch),,
,49,MS4157,08:58:27,,,9:00,00:32,9:32,Present  (No OutPunch),,
,50,MS4168,,,,00:00,00:00,00:00,Absent,,
,51,MS4251,08:58:34,,,9:00,00:32,9:32,Present  (No OutPunch),,
,52,MS4260,11:49:40,13:41:17,,1:52,00:00,1:52,Absent,,
,53,MS4278,,,,00:00,00:00,00:00,Absent,,
,54,MS4390,14:30:18,,,4:00,00:00,4:00,Present  (No OutPunch),,
,55,MS4394,14:28:29,,,4:02,00:00,4:02,Present  (No OutPunch),,
,56,MS4410,,,,00:00,00:00,00:00,Absent,,
,57,MS4417,11:37:05,,,6:53,00:00,6:53,Present  (No OutPunch),,
,58,MS4456,14:29:43,,,4:01,00:00,4:01,Present  (No OutPunch),,
,59,MS4480,,,,00:00,00:00,00:00,Absent,,
,60,MS4531,09:00:28,,,9:00,00:30,9:30,Present  (No OutPunch),,
,61,MS4540,,,,00:00,00:00,00:00,Absent,,
,62,MS4548,08:51:58,,,9:00,00:39,9:39,Present  (No OutPunch),,
,63,MS4571,14:19:45,,,4:11,00:00,4:11,Present  (No OutPunch),,
,64,MS4614,22:24:26,13:41:37,,9:00,6:17,15:17,Present ,,
,65,MS4635,11:37:44,13:41:02,,2:04,00:00,2:04, ½Present ,,
,66,MS4647,14:28:33,,,4:02,00:00,4:02,Present  (No OutPunch),,
,67,MS4744,14:26:33,,,4:04,00:00,4:04,Present  (No OutPunch),,
,68,MS4760,14:25:14,,,4:05,00:00,4:05,Present  (No OutPunch),,
,69,MS4828,14:14:36,,,4:16,00:00,4:16,Present  (No OutPunch),,
,70,MS4835,,,,00:00,00:00,00:00,Absent,,
,71,MS4895,11:38:27,,,6:52,00:00,6:52,Present  (No OutPunch),,
,72,MS4954,09:13:22,16:40:03,,7:27,00:00,7:27,Present ,,
,73,MS4972,08:55:45,,,9:00,00:35,9:35,Present  (No OutPunch),,
,74,MS4988,11:56:44,,,6:34,00:00,6:34,Present  (No OutPunch),,
,75,MS4996,16:39:23,,,1:51,00:00,1:51,Absent (No OutPunch),,
,76,MS5012,14:27:31,16:40:51,,2:13,00:00,2:13, ½Present ,,
,77,MS5015,,,,00:00,00:00,00:00,Absent,,
,78,MS5054,11:53:28,,,6:37,00:00,6:37,Present  (No OutPunch),,
,79,MS5112,,,,00:00,00:00,00:00,Absent,,
,80,MS5122,14:28:23,,,4:02,00:00,4:02,Present  (No OutPunch),,
,81,MS5150,09:44:59,,,8:46,00:00,8:46,Present  (No OutPunch),,
,82,MS5159,,,,00:00,00:00,00:00,Absent,,
,83,MS5169,09:01:16,16:32:21,,7:31,00:00,7:31,Present ,,
,84,MS5179,14:25:19,,,4:05,00:00,4:05,Present  (No OutPunch),,
,85,MS5195,,,,00:00,00:00,00:00,Absent,,
,86,MS5213,08:57:11,16:31:08,,7:34,00:00,7:34,Present ,,
,87,MS5218,11:48:58,,,6:42,00:00,6:42,Present  (No OutPunch),,
,88,MS5281,,,,00:00,00:00,00:00,Absent,,
,89,MS5283,11:30:28,13:41:30,,2:11,00:00,2:11, ½Present ,,
,90,MS5317,08:57:51,11:51:17,,2:54,00:00,2:54, ½Present ,,
,91,MS5334,11:48:56,,,6:42,00:00,6:42,Present  (No OutPunch),,
,92,MS5361,14:22:00,,,4:08,00:00,4:08,Present  (No OutPunch),,
,93,MS5387,,,,00:00,00:00,00:00,Absent,,
,94,MS5480,,,,00:00,00:00,00:00,Absent,,
,95,MS5578,14:26:05,,,4:04,00:00,4:04,Present  (No OutPunch),,
,96,MS5605,08:51:05,13:42:28,,4:51,00:00,4:51,Present ,,
,97,MS5681,,,,00:00,00:00,00:00,Absent,,
,98,MS5741,11:32:16,,,6:58,00:00,6:58,Present  (No OutPunch),,
,99,MS5862,14:20:50,16:40:46,,2:20,00:00,2:20, ½Present ,,
,100,MS5882,08:43:50,16:31:34,,7:48,00:00,7:48,Present ,,
,101,MS5884,14:31:17,,,3:59,00:00,3:59, ½Present  (No OutPunch),,
,102,MS5913,11:51:04,,,6:39,00:00,6:39,Present  (No OutPunch),,
,103,MS5934,14:26:07,,,4:04,00:00,4:04,Present  (No OutPunch),,
,104,MS5958,14:30:28,,,4:00,00:00,4:00,Present  (No OutPunch),,
,105,MS6004,09:00:41,16:17:48,,7:17,00:00,7:17,Present ,,
,106,MS6183,14:31:00,,,3:59,00:00,3:59, ½Present  (No OutPunch),,
,107,MS6228,08:04:58,11:50:47,,3:46,00:00,3:46, ½Present ,,
,108,MS6238,08:50:34,,,9:00,00:40,9:40,Present  (No OutPunch),,
,109,MS6239,14:24:46,,,4:06,00:00,4:06,Present  (No OutPunch),,
,110,MS6312,08:58:02,,,9:00,00:32,9:32,Present  (No OutPunch),,
,111,MS6321,14:26:13,,,4:04,00:00,4:04,Present  (No OutPunch),,
,112,MS6324,14:24:13,,,4:06,00:00,4:06,Present  (No OutPunch),,
,113,MS6346,08:57:57,13:41:07,,4:43,00:00,4:43,Present ,,
,114,MS6414,14:24:08,,,4:06,00:00,4:06,Present  (No OutPunch),,
,115,MS6444,,,,00:00,00:00,00:00,Absent,,
,116,MS6498,16:39:27,,,1:51,00:00,1:51,Absent (No OutPunch),,
,117,MS6548,08:55:19,13:41:21,,4:46,00:00,4:46,Present ,,
,118,MS6656,11:48:37,13:41:09,,1:52,00:00,1:52,Absent,,
,119,MS6658,,,,00:00,00:00,00:00,Absent,,
,120,MS6676,11:49:18,,,6:41,00:00,6:41,Present  (No OutPunch),,
,121,MS6766,14:28:21,,,4:02,00:00,4:02,Present  (No OutPunch),,
,122,MS6811,11:35:43,,,6:55,00:00,6:55,Present  (No OutPunch),,
,123,MS6876,14:25:05,,,4:05,00:00,4:05,Present  (No OutPunch),,
